layer_num,helmet_cite__32768::suite,helmet_icl__32768::suite,helmet_rag__32768::suite,helmet_recall__32768::suite,helmet_rerank__32768::suite
33,0.2896019999999999,0.806,0.665,0.7083333333333334,0.559269
34,0.299332,0.8146666666666667,0.6466666666666666,0.6968749999999999,0.5485606666666667
35,0.297337,0.8073333333333333,0.6408333333333333,0.728125,0.5605749999999999
36,0.2705493333333333,0.8080000000000002,0.6266666666666666,0.908125,0.5206966666666667
37,0.29535,0.7866666666666666,0.6549999999999999,0.765625,0.5010676666666667
38,0.272256,0.7939999999999999,0.6158333333333333,0.4422916666666667,0.3698233333333333
39,0.2776746666666667,0.7846666666666667,0.6466666666666666,0.8847916666666666,0.46841
40,0.2797243333333333,0.8153333333333334,0.6425,0.9308333333333332,0.486818
41,0.2890416666666666,0.7993333333333332,0.645,0.8033333333333333,0.5131543333333334
42,0.238675,0.7626666666666667,0.6016666666666667,0.7652083333333334,0.3778226666666667
43,0.2374786666666666,0.8193333333333334,0.6375000000000001,0.8322916666666668,0.4986603333333333
44,0.2677806666666666,0.7873333333333333,0.6241666666666666,0.88375,0.4860013333333333
45,0.26707,0.8013333333333333,0.6000000000000001,0.5791666666666666,0.437802
46,0.267677,0.8086666666666668,0.6383333333333333,0.7599999999999999,0.4903026666666667
47,0.2630613333333333,0.7933333333333333,0.6408333333333333,0.7522916666666667,0.5174613333333333
48,0.243976,0.7999999999999999,0.6349999999999999,0.6947916666666667,0.5057393333333333
49,0.287592,0.7959999999999999,0.6108333333333333,0.6972916666666666,0.566823
50,0.2742929999999999,0.806,0.6508333333333334,0.7072916666666668,0.3942756666666667
51,0.291497,0.7953333333333333,0.6208333333333333,0.7222916666666667,0.549335
52,0.272056,0.7893333333333334,0.6266666666666666,0.6564583333333334,0.4266713333333333
53,0.288326,0.8000000000000002,0.6241666666666666,0.7047916666666666,0.4846216666666667
54,0.2927106666666667,0.7986666666666666,0.6508333333333334,0.723125,0.5378176666666666
55,0.3027076666666666,0.7939999999999999,0.6433333333333332,0.725625,0.5340509999999999
56,0.2936596666666666,0.802,0.6291666666666668,0.7147916666666667,0.535232
57,0.3018636666666667,0.8013333333333333,0.6666666666666666,0.7064583333333333,0.5338906666666666
58,0.293847,0.7906666666666666,0.6391666666666667,0.695,0.4646033333333333
59,0.2912566666666666,0.8026666666666666,0.6549999999999999,0.718125,0.5338263333333334
60,0.3022116666666667,0.8039999999999999,0.6375000000000001,0.7239583333333334,0.5457356666666667
61,0.299577,0.8039999999999999,0.6658333333333334,0.7056250000000001,0.5242979999999999
62,0.2994216666666667,0.7993333333333332,0.625,0.7147916666666667,0.547644
63,0.2940153333333333,0.8033333333333333,0.6466666666666666,0.7239583333333334,0.5407176666666668
